random_state,R^2,MSE train,MSE test
497,0.9958740001548234,2915.0993393221092,5341.564239591571
498,0.9953348822173335,3145.3763845764756,5238.208129749255
500,0.9957492034904261,3100.407296043358,4279.12563181526
501,0.9958978702926017,3175.0838578236226,4615.07578667831
502,0.9963301683100982,2555.40394359167,8021.544380497412
503,0.9954681813154626,2865.469469359407,7184.032973262495
504,0.994912703085017,3078.2607071950542,6005.399762648433
505,0.9958804031058316,3093.6958442147006,4059.427609784631
506,0.9953693521500515,3216.33568932937,5592.834846837442
507,0.9957325147730476,3014.2376559983186,8587.474654284999
508,0.9957952839092318,3046.7960283535967,4857.750509991972
509,0.9948793031812024,3450.96612242338,3089.2001757831413
510,0.9960626352631505,2788.342113073118,6100.702807783392
512,0.9953415815328647,3276.773567176458,4741.963123475616
513,0.9956955348244511,2809.520385167413,5180.3331335552
514,0.9962628959884693,2683.9743335922126,7056.965025401325
515,0.995542604022546,3300.3295021688486,4193.128932447743
516,0.9958283023184138,2921.867066243683,5677.481395630928
517,0.9956994910454827,2998.12822546114,4753.36912875905
518,0.995696645699783,2992.641740888482,6484.870203333095
519,0.9957827046577453,3275.402336613402,3599.312601157604
520,0.9955779176948066,3238.1537060635164,6533.924377213519
521,0.9952149824661618,3210.9521123905743,4548.342085406131
522,0.9954511813351528,3061.642359031774,6832.8195746226875
523,0.9962693149087162,2752.4792487006484,6143.303722600778
525,0.9954399629581592,2829.4196156106905,5658.981695661343
526,0.9959106731856383,2652.372926882395,6322.395551045411
527,0.9959437830134389,2979.8867493141834,6701.614010492136
528,0.9955345156273734,2968.167355265899,6434.888509868758
529,0.996435741303316,2495.3489892585094,7015.558019239221
530,0.9962274589816981,2779.4732977405556,8498.529588032654
531,0.9956058495679231,3164.8025826061,4119.288816084962
532,0.9950229043672492,3227.975194036733,5345.345375117543
533,0.9957213512936506,3309.9328520324148,3297.226214899841
535,0.9958732403058462,3203.2685482570864,3943.3522544565412
536,0.9954174834176719,2875.7415727862763,7025.378905686618
537,0.995690273717158,3207.0777108018424,3847.883490673351
538,0.995752875654769,3063.586742718369,4615.255154989399
539,0.9956285337872387,3286.0155391239023,3722.1998897280114
540,0.9952681737201501,3031.311682227356,9371.864593284146
541,0.9953047386113624,3194.423683165074,4370.407437557885
542,0.9950794432009782,3126.6435540039347,4719.679760833635
543,0.9953064869664153,3129.7951616672317,4792.07992082592
544,0.9960875021963577,2847.228263734098,4950.585402950668
545,0.9949839776312314,2834.625532926246,6433.301924775906
546,0.9956511611991946,2982.8446497830046,5284.671107499248
547,0.9953258501735105,3287.6778132201366,5066.580195904682
548,0.9958439605242445,2909.4801175030884,6657.942164892326
549,0.9956468238503634,3082.6187317035037,4237.543926375626
550,0.99575911134943,2936.1094740483622,5370.67596315382
551,0.9956485202068125,2800.9994441643094,8310.309848278263
552,0.9958939766682611,2982.0206366440048,4720.437580374062
553,0.9961771344018486,2669.0490617357473,6248.625592791865
554,0.9955299763323916,3215.798120914364,5017.06597726404
555,0.9954113307576824,2945.1340595197817,5621.69493705216
556,0.9956354136826983,3193.996375812431,4089.8095695460684
557,0.9954814032871134,3205.331409126475,4410.09636559102
558,0.9951568304504917,3181.9792687410627,4272.74341675376
559,0.9957498608989621,2783.750411101926,6599.135132945524
560,0.9960302626065554,3016.8080532117683,5661.37262173409
561,0.9960219292827444,2811.017703584057,5628.179239435752
562,0.9965152299736526,2368.577799595486,7224.467541197602
563,0.9957440822091284,3256.3081105245965,3981.8142586084227
564,0.9956138080631773,3302.17136173155,3629.3869246168692
565,0.9956500673626572,3162.344511145496,5979.252886373533
566,0.99545575252993,3048.1212842024074,5306.321676020917
567,0.9952604574662378,3175.264661928866,4521.256700943899
568,0.9959029642057984,2852.1148349565924,5152.5411731952645
569,0.996042340323966,2804.8551787074384,6857.7351526825805
571,0.995820952224129,2678.4311936059244,7876.938616618571
572,0.9960208342248374,2978.2374564430643,4499.397544937493
573,0.9956748169320033,2887.63870510255,6708.815980853234
574,0.9957721070086561,3120.3133747541533,4794.003725893128
576,0.9952877392275827,3258.3383474683155,3533.823543938087
577,0.9954600671103447,3035.039273571028,4613.10338441809
578,0.995575188426994,3062.907291410496,4448.952883496478
579,0.9948872113648592,3034.2900783377063,6256.97009678751
580,0.9954622374941228,3225.7938385083853,3658.494548736702
581,0.9950853902285509,3071.5033206540393,9082.07081778411
582,0.9955020880198084,3305.8545021328136,3638.924788163944
583,0.9959006684572062,3098.0631956201046,4363.188114535445
584,0.9954828357429376,3395.755788615616,3531.4729680454375
585,0.9953315731663682,3246.051836388898,5305.365256048655
586,0.9961593208301734,3086.1444811433116,4776.177588595431
587,0.9951977875258373,3153.0429832184877,4803.844902182647
588,0.9953741075800947,3210.875509629262,4050.3043858851493
589,0.996032093699282,2881.690357519454,5571.709365302784
590,0.9955000092265066,2869.5115416740136,5160.080920116973
591,0.9960347504891791,2693.8305618561812,8439.043028437107
592,0.9951631696538584,3242.7084036788087,5039.141951619984
593,0.9955115827708624,3066.16147580262,4749.142421223363
594,0.9956010936140683,3034.214018370509,4763.841332951931
595,0.9958605430643716,3112.2865253536474,4564.126496879052
596,0.9956595926712417,3314.3792531300783,4226.728205851441
597,0.9960106284460096,2835.8825098351394,5033.2769844780905
598,0.9954094643477185,3365.821749919373,3549.996653393064
599,0.9957075633381711,2836.177127939985,6430.973285217839
600,0.9950563048028698,3324.8432591643013,3715.3886962621036
601,0.9962692915899568,2853.423121078232,6146.527239873792
602,0.9951986509578974,3410.953377988901,3213.4926954658868
603,0.9959648552491652,2750.3427943546103,6853.25900992764
604,0.9959480429056904,2890.7406524511016,4861.068721944117
607,0.995803791789449,2926.5099022359996,7759.70451914294
608,0.9959385860635892,3010.594901066232,5303.808922595521
609,0.9958161674975151,3071.3141332982823,8883.15556841552
610,0.995434430987175,3198.815970531234,7773.195512647831
611,0.9950159806894477,3479.499903460335,3784.033255422497
612,0.9955769418844009,2840.781834117161,6991.57191490211
613,0.9951725733861955,3047.9954066439977,8441.817611962944
614,0.9957903874315728,3295.974359161104,3556.7426366946497
615,0.9961842631920564,2552.05814558611,6817.772606093589
616,0.9958867422972568,2752.7528979574995,7325.442219484867
617,0.9961278318427095,2548.910752066262,6807.136324719975
618,0.9955163551721444,3374.837026667098,3579.099427437111
619,0.9952356772638351,3226.355485289993,4302.459777845664
620,0.9961561286402882,2629.3738162495874,7316.309840551462
621,0.9953836130907799,3326.705584486222,3468.7865869892744
622,0.9958862661127612,2852.164306166262,5738.865084257204
623,0.9955100226212965,3050.821545606001,5926.578914921825
624,0.9959150680149432,3292.4277032417726,4429.465570883223
625,0.9955406694915653,3083.6035225193473,4888.415103699363
626,0.9957075791867921,3030.4258993342,4631.68069123857
627,0.9955961102792511,3065.3272369710303,5250.777168975415
628,0.9953775647600113,3261.3108145913466,4595.619719106546
629,0.9956809291500385,3015.4389138314687,6816.191537737244
630,0.9957461324275314,2862.3694444826183,10064.584563179842
631,0.995657122453339,3313.9452645899983,3462.693602519741
633,0.9951021708944409,3122.1738509978454,6088.395359429231
634,0.9956381875262668,3110.1718192917497,5154.078013220298
635,0.9961709959388959,3018.493559614139,4642.396599683263
636,0.9955957504000571,2947.641809152694,6980.165338210898
637,0.9953026737571454,3352.7597096034647,3252.360891926198
638,0.9961363404706527,2775.60356938598,7421.550524955363
639,0.9957268555677588,3289.177475124234,3841.502263638963
640,0.995477022512668,3182.6181677179015,4042.614110581931
641,0.9951829067804484,3111.128389373612,5551.299328984608
642,0.9954365485465517,3288.2211197074275,3515.276927704484
643,0.9957889438426939,2887.398704517279,8673.758071620223
644,0.9949420948971505,3192.546639227615,8385.792724120727
645,0.9956336449112496,3069.337793667894,9582.69137516293
647,0.995696677571825,3060.6107548236055,4654.369113878705
648,0.9958505618463045,2941.0155103343345,6428.876832317656
649,0.9956688062659004,2796.7221017602487,5713.328499209985
650,0.9960321493222327,2817.640790097232,5059.27824482856
651,0.9958878208699354,2706.9997878747686,5998.755146957073
652,0.9959301276271372,3097.6738867438826,4827.016490395244
653,0.9955374250809003,3312.644613376355,3911.0391885967906
654,0.9955308378664168,2949.6657207213498,5521.104056284418
655,0.9949989070480286,3132.929199767643,7292.937275385111
656,0.995445841448539,3129.475778997755,5591.094573575143
657,0.9961590276128407,2845.299237523496,5588.782779620044
658,0.995867219210051,2984.303303458866,5455.813421894582
659,0.9958286848965721,3070.081892194748,4842.806319076585
660,0.9959240948816522,3113.200758077358,4086.4449382432726
661,0.9958629511263902,3176.250658958398,4108.472236227307
662,0.9951724802758869,2934.452574765876,6013.929935374973
663,0.9946809999045164,3485.5678501807515,2931.1345562813967
664,0.995679365813253,3063.9357453687007,5465.919131899565
665,0.9958809790025893,2521.6347663730076,8098.891474660106
666,0.9958726841007479,2748.981662015471,6073.711569767741
667,0.9958821157474881,2784.4459875876455,8790.258667368656
668,0.9962108455453832,2979.170558702396,5277.562446222963
669,0.9952875489838433,3153.0818465645257,6341.462770286411
670,0.9954229375520202,2992.754246171152,6772.420942196162
672,0.9958960726085694,3191.98269851287,4161.957793324597
673,0.9951053128475291,3139.413982411588,6077.791704748728
674,0.9956832210026414,3445.177099254937,3611.274808804794
675,0.9954812096057012,3170.890537229101,3920.801143753652
676,0.9951973883457255,3493.2177741071296,2901.0811948572873
677,0.9957762517530905,3281.849552526599,4050.8765369000316
678,0.9955988454351116,3399.7386658705204,3116.7361727795283
679,0.9956091985861834,3164.29169615074,4155.408752713639
680,0.9961522683302876,3023.4652654558495,5277.218656485789
681,0.9945431815856658,3629.3875060307846,3828.731752613938
683,0.9950588075045899,3372.2582773780323,4047.6775154084835
684,0.9958228434481172,3066.9381390443536,6062.985728278814
685,0.995993030123153,3088.092487048647,5053.636213649088
686,0.9955817287054766,3136.4541515299916,4139.371620467037
687,0.9960978553297382,2741.698648520082,9275.654772072407
688,0.9958244008496984,3056.2307637811523,4795.654229115
689,0.9957582402986493,2945.3589831570443,4829.480877246536
690,0.9959639618372992,3017.9961041265583,6931.390892321631
691,0.9950295043955705,3177.5159065294065,6085.166192088253
692,0.9958531948307735,2880.610507263891,5142.407964452897
693,0.9959505997008615,2881.424850693535,5145.787934271498
696,0.9961370309844543,2695.1182970084296,7170.5059974555525
697,0.9956038820592135,3132.978240246768,4213.914836976135
698,0.995548801654506,2776.7915338471516,9405.263886844115
699,0.9955250584043218,2853.370297581556,5278.69187729044
700,0.9957323484013084,3047.306811710173,4456.401556200244
701,0.9953714798171354,3501.0989992635155,2747.4640826527616
702,0.9958863936264825,2854.1910374285685,7318.7753826641
703,0.9955310607768709,3274.3332208860456,3540.904270638032
704,0.99552474681974,3482.008034904313,2851.5925782726217
705,0.9950517513085422,3170.7428493083157,4901.403298718557
707,0.9955142029208572,3247.04893396512,4431.9157706549695
709,0.9956526929990128,3084.316571221203,6539.624727985646
710,0.9958943485780489,2665.363127925808,6432.069060948781
711,0.9958881436351953,2965.0865679828325,8923.208031461896
712,0.9957732978576134,3002.112179743853,5235.250443086649
713,0.9963104948933807,2934.848960917589,5626.697722449518
714,0.9956463038528538,2853.9994261728134,6651.973553918362
715,0.9956003280193633,3064.537844734412,4220.1720552452325
716,0.9952220886786618,2702.8322414882723,9752.941340341004
717,0.9947847479670479,3341.7210037548857,4276.317780367421
718,0.9959710948484859,2952.148322208141,5530.969047156736
719,0.9961063120851574,2747.4671964190015,5632.5097385567415
720,0.9966022934089145,2521.6970656908575,6416.744060674666
721,0.9947179165677266,3547.741541623321,2724.96106671841
722,0.995505942097001,3021.0795790589423,7342.968185472181
723,0.9948027564172619,3553.311766231642,3906.961149643996
724,0.9961748433920938,2615.9044625386496,9747.058933437327
725,0.9959624685121361,2817.79370207696,5572.667878993268
726,0.9945901031895144,3628.9945482019793,3772.8275851596068
727,0.9950326262784924,3307.6408401294116,3883.243482497541
728,0.995411419343601,3199.818104057925,4109.8356748876095
729,0.9963036017661425,2643.901513342124,7444.578146387408
730,0.9958908381961964,3092.625679966771,4555.879917230052
731,0.9950929858876544,3440.9409334687816,3664.153875372436
732,0.9954783300721005,3519.0770108843044,3009.54120089739
733,0.9959210632971445,2958.3964315572725,4745.247280531147
734,0.9954676077044181,3133.65551158543,4196.64589624997
735,0.9956037497045068,3219.6245520261955,3906.979732253852
736,0.996029110080484,2906.7397368765733,4707.939395996463
737,0.995077634921351,3566.4701636806,2684.6614071891036
738,0.9958191214418998,3125.6080784816368,7110.848919557472
739,0.9960831595734454,3057.2665506075487,4867.35348512386
740,0.9955071063522686,3216.156914738407,4237.7559615792015
741,0.9961197879459244,2739.541943165331,6333.685828061895
742,0.9957137410319628,3109.4947171464096,5462.719136565757
743,0.9954927582546939,3368.5886008238267,3429.6498087157725
744,0.9965040280947082,2578.6901932857845,6705.1544930273785
745,0.9956705999567651,2971.2604858511004,4818.993410650974
746,0.9958144899921131,3048.8972718586183,5031.241098862096
747,0.9957963534109007,3017.2493750466206,5170.439758806093
748,0.9954858014452171,3032.118914327279,4235.67489465843
749,0.9956706934100045,2965.654208117296,10192.04236858404
750,0.9950899710890927,3130.602036737964,5142.924730930841
751,0.9958216905779024,3013.3397731036125,8487.156046482294
753,0.9954406123554157,3223.0225097993566,4316.870874459636
755,0.9955790186658118,3222.571198310835,4950.959839984659
756,0.9962427923580589,2794.925608853326,5425.009310193468
757,0.9958038951712095,2827.033325911034,7395.036746904416
758,0.9956295525168148,2936.012264461515,6406.743263281335
759,0.995582078561275,3257.308933914697,4430.307406115566
760,0.9959365752745314,2835.03202838632,5048.647436680865
761,0.9962505741002886,2713.750987221198,5937.912181549433
762,0.9954495695625497,2998.520858100059,5483.768056039748
763,0.9959399233250601,2940.1039380993593,5038.293105330379
764,0.9953595475231959,3695.020903261632,2165.9914454690247
765,0.9956376842747306,2732.5953371121236,7793.340402066414
767,0.9954555234555656,2860.7210176318845,6558.196374131341
768,0.9958317778383823,2925.8635090688213,6442.376424282595
769,0.9955920110377494,3096.6879411468353,5900.39158818966
770,0.9963046575491209,2737.5362555669412,10453.395610514388
771,0.9955866632699054,3019.8647851725113,5828.624302888616
772,0.9954099528294078,2842.8268764366917,7563.767580108854
773,0.994540384207678,3396.642131570367,9156.84766913728
774,0.995627978405039,3155.5051536135384,4640.438156342677
775,0.996238260779331,2597.8426240117697,10508.26216946943
777,0.9958653926524708,2904.1548697199896,5093.492872219152
779,0.995782348340279,2918.1961076392954,5377.0349025544565
780,0.9958815456609291,3070.073833336111,5450.462296027254
781,0.9956735108024211,2930.838657185089,6639.332431837319
782,0.9948211021362101,3328.3031465593845,7834.108788896283
783,0.9957972336619594,2958.436018919244,6207.650073707907
784,0.9957102377207365,3113.295518357897,4919.138725140867
785,0.9957475041352266,3193.189519658396,4617.691669646455
786,0.9962592225053618,2763.838396268509,6647.14517529158
789,0.995547674958729,3150.5670197496424,4716.227557796723
790,0.9952828666957385,3083.537759076987,5156.247828729107
791,0.9952183543769829,3008.409324883034,5460.622581583901
792,0.9963239665174632,2723.4317754915955,6020.096626959069
793,0.9951726656669951,3122.4806494192585,4464.328810209334
794,0.9950624452373334,3165.019003485026,5400.1461599860295
795,0.9960609327954453,2823.2126466134587,7512.223912786047
796,0.9954032022415112,3600.3391659221215,2430.2737304797606
797,0.9951461541993109,3179.9569857366305,5634.104337359373
798,0.9957387168016814,2977.5099503630518,5655.986529125186
799,0.9949561566666031,3258.8876003529867,8230.847391229887
800,0.9955144691015259,3113.933630870049,4256.202973747869
801,0.9954953215626501,3507.8598975506447,4021.5604154923826
802,0.9948517371009242,3096.266560637414,7202.6629389086
803,0.9958341061200128,2998.5282573109803,5226.59990408821
804,0.9958976972402953,3177.1332815256346,4568.063668826578
805,0.9960031746352431,2825.6884742627817,5327.58589258304
806,0.9950879321416014,3146.1279403680915,4287.905577588631
807,0.9956727687781135,3017.5380022008767,4956.853508638097
808,0.9958424337935422,2694.463173290442,8117.81338770041
809,0.9952827847446674,3015.110030233248,7333.588460273231
810,0.995519084786688,3189.570651294301,3973.099060544563
811,0.995742810436253,3017.5792519791553,5620.496816518476
812,0.996138874009986,2800.6737123981584,6043.11282195779
814,0.9947870224720216,3570.0282792990442,2783.0525516358443
815,0.9956306633284143,3250.8592112215283,4382.775335724656
816,0.9960472070000227,2703.3022023466774,6346.886679760417
817,0.9951399442710387,3250.7903023582717,4966.3076891736255
818,0.9955329267408292,2928.13624753992,7088.188540291222
820,0.9956399949862064,2680.6182567660294,9558.08075345167
821,0.9954304949828525,3262.2147807268093,3679.4940122434105
822,0.9958010547919816,2884.0323251696095,6011.841686541617
823,0.9959720823991068,2936.6457077131513,6173.302834650887
824,0.9959773101935038,2692.1241091636152,7147.98643976436
825,0.995618596245841,3368.2206222104237,4977.57059094972
826,0.995896833678771,2821.604290393867,5049.0633816451955
827,0.9957641062220083,3146.004646383342,4588.23969700514
828,0.9956286539142605,3141.8374532767657,4838.194490273171
829,0.9955807772927189,3048.051839946602,6374.9743142352545
830,0.9953877453608045,2915.200705041338,10325.59858681918
831,0.9958227431885904,2987.114694099925,4941.449524424118
832,0.9952601473033134,3100.368581919016,5909.15283485316
833,0.995544340334311,3559.842566451595,2553.5220923885927
834,0.9946644051586759,3454.651566745292,5709.200964182028
835,0.9958074760031135,3005.8724551157034,5253.196610260152
837,0.995566198148054,3124.8203545955616,4859.777667213361
838,0.995443486191477,3329.281782306991,3529.0642623287213
839,0.9949355631787206,3457.132597869637,3651.1369752179
841,0.9960236593936417,3147.7379565102638,4143.094451837406
842,0.9950317729044996,3262.3909990683983,4604.696499782238
844,0.9954487056513868,3273.4949158818786,4472.380525398054
845,0.9950860920245886,3396.361532415517,3465.691970946558
846,0.9964121295058286,2538.3609889075315,8092.709200173134
847,0.9960343222423652,2880.350146247023,6528.680093216181
848,0.9957462448472768,2933.226461062803,5265.136154668749
849,0.9958685653598376,2789.4829056944423,10242.855274098416
850,0.9958446195156248,3143.747551054778,5047.286813858019
851,0.9949013256081128,3665.117001470679,3692.11077524035
852,0.9951496064474569,3235.282528384359,5568.937492155965
853,0.995606446514954,3056.854583676466,4692.723719410553
854,0.9955181735240677,2936.3524273837993,5558.508166787521
855,0.9955266345751798,2981.084618834308,6107.957305742381
857,0.9952112199964513,3288.890313165979,4145.451311468322
858,0.9950360728333678,3397.3647770173316,3945.478531304218
859,0.995648423589593,3123.0046657557627,5386.564060235905
860,0.9959937026706205,2612.3691172732365,7578.737967496362
861,0.9956400770707683,3247.8449623331917,4383.404715613298
863,0.995579778141157,3217.0938280157784,5110.727053691728
865,0.9957949086418961,3193.602883079832,3909.3503640163117
866,0.9953654263511796,2984.0008010486386,6345.883940992784
867,0.995458440774811,2965.207438238111,5169.0925471460305
868,0.9957197534807526,2969.9528821864246,4682.631340645486
869,0.9952799187839387,3521.98596779405,2649.143127714707
870,0.9950070166351794,3349.737853131348,6457.243145753794
871,0.9952632896889588,2874.7180512543814,7126.9781997841865
872,0.99580093944022,3084.3019047441985,4112.982791000604
873,0.9960069650487602,2746.4099359534334,5614.655751963224
874,0.995591342380695,3373.318025493176,4260.049393188494
875,0.9952935308135327,3485.229781253449,3126.9162023500417
876,0.9960679967209427,2719.8622089407004,7949.542468463093
877,0.9959751470779928,3001.9907756905645,4622.863594639242
878,0.9949919665905316,3314.0304118142076,5425.700292679439
879,0.9951355646066791,3612.9893803090204,2458.3184505863833
880,0.995250784104241,2686.575027058383,7920.037837655475
881,0.995723396489909,2803.984161208757,5666.619387178966
883,0.995360503138118,3117.434190603471,4334.219443587016
884,0.995571638600085,2890.782445527444,6743.096726718056
885,0.9962678989311101,2631.6755008986324,6513.056646748212
886,0.9956710974224147,3087.9887210107267,4536.419444850357
887,0.9957726687849615,3111.9978075058184,4257.145958672912
888,0.9956409360064334,3185.8518280648136,7364.90809740891
889,0.9960513973223538,2721.4095370079053,6038.150363797778
890,0.9959514097927975,2872.8250812112374,10201.148849076446
891,0.996545156064531,2620.3702202386726,6119.644814884874
892,0.9954314434948999,3114.2745364727234,4728.412749281357
893,0.9957076621588775,3199.4091834489454,4195.110463896423
895,0.9957292121161958,2891.382728977385,6268.500757472888
896,0.9952689643998466,3415.5954851166784,3281.303315654484
897,0.9953907734642733,3204.74343588503,8126.587506152012
898,0.9954437165910416,3383.01062360664,3370.723884210611
899,0.9951761470855052,2915.7010439893315,6098.118889431248
900,0.9955735670820899,2778.1424970467333,7260.124860819718
901,0.9958719000896621,3056.46413355745,4475.81098602501
903,0.9949751542935314,3156.9659022557576,6203.34844596148
905,0.9958795913951308,2894.8464165863434,6184.286245277313
906,0.9950971387361948,3088.4488957221033,5986.5398569254185
907,0.9950261074818793,3506.415896840678,3059.904585273388
908,0.9959986843870435,2940.806446851554,5396.495953075866
909,0.995663261578217,3320.6813902754266,3320.658141213385
910,0.9955603834913747,3130.656857646153,4342.33323417332
911,0.99625773000458,2471.8831115688336,7532.430133053159
912,0.9948834404429578,3268.1028035174504,6187.5517306462025
913,0.9954062980992446,2925.524396500365,9121.764376706878
914,0.9959635767185717,3181.731238642959,4133.4589387010465
915,0.9962631982593967,2633.164172122856,5911.718569925686
917,0.9952227464818804,3234.637448692768,4888.013068349288
918,0.9954168846244598,2921.3201911445167,5795.7057325765545
919,0.9955199599813022,3201.06099802243,4085.2340904304556
920,0.9953008969986251,3307.495069241702,3644.2807962762413
922,0.995385617852512,3508.51068432494,2831.2514839361747
923,0.9949743956124577,3150.078262594389,4125.987137869793
925,0.9950925711710086,3313.7468860759727,5665.954276886726
926,0.9952088595670728,3040.760170640899,4862.220886228454
927,0.9955545623967066,3005.277687807216,5029.61233985932
928,0.9956579954714183,3051.9549687423932,7512.041596547405
929,0.9951599505562329,3003.370440520077,8315.142666425256
931,0.9957678493117,2628.012827754684,6856.18700259131
932,0.9959889850911158,3044.3162647383574,4380.5944591212165
933,0.9962820292969863,2581.6158917782473,8649.603519086631
935,0.9960390579850874,2916.429703938024,5038.971029684297
936,0.9952408002559061,3299.793543768168,6758.02856147939
937,0.9954176180523222,3438.5747576346516,3226.8169967438535
938,0.9959450414270934,2845.5564791615184,5166.513070627348
939,0.9962616557435188,2728.819245348702,6494.389256341169
940,0.995495189299267,3173.701578635203,5147.2431070969515
941,0.9951764444835793,3314.734912342757,3559.932018953136
942,0.9955640853081372,3072.1114369063134,6300.17105957217
943,0.9960590060695493,2845.2564043153375,6032.343907691327
944,0.9955709207741992,3108.046609248863,4186.268024689912
945,0.9959126680888591,2675.297471521445,10140.328224993586
947,0.9954355428937088,3090.711503949618,5231.005073322944
948,0.9955541692032178,3126.5668041828844,4337.634774583361
950,0.9949504220212061,3194.1230790423283,3977.6639172136925
951,0.9946420447011597,3510.3293456825863,4332.837597408755
952,0.995085147767204,3193.3099007225455,3649.870153809602
953,0.995436210835417,3262.6655045135512,7931.161252440444
954,0.9951434283170938,3137.4089017544625,5726.405546749402
956,0.9957619051382701,3046.6976584422837,7272.132427091064
957,0.9946716209021919,3542.563567016763,3136.50532461751
958,0.9959187238841988,2907.9518629575646,6290.016602702391
959,0.9953737273698862,3026.5356567526437,5072.806183485653
960,0.9959420415610124,3198.0128443815574,4260.188557853655
961,0.9951527087418139,2850.489597164928,6743.424775194947
962,0.9962812266304343,2532.5758053295135,6097.974815138337
964,0.9952462774986214,2970.4897905940975,4838.159335109516
965,0.9955860080170672,2982.483873206595,6783.433840696915
966,0.9956768899771237,3278.6011126697476,3767.9009218866804
967,0.99590283336326,2840.8574941665897,6161.863784452695
968,0.9955082599914269,2704.6439947409335,5476.912673672566
969,0.994928936552199,3440.0210437079572,3909.2470428482375
970,0.9954307771526077,2916.9794278354866,5775.914939979187
971,0.9957599119679069,2672.935321254163,8277.04482465334
972,0.9953323984996553,2989.499443423349,5767.295454754856
973,0.9954558842837743,2965.292107799593,5332.266401305583
974,0.9949887602797893,3361.3990281909114,4879.286635299642
975,0.9957461537480014,2922.347431037418,5151.888741001418
976,0.9951382389912542,3131.204669960118,6349.602674243937
977,0.9951107531303023,3435.8433596239447,3078.8408493754137
978,0.9956899428507467,2826.9516941554575,8581.798209036806
979,0.9962142712608134,2784.766040740648,8098.350660773532
980,0.9952565955496222,3200.3254696517056,5894.929767971675
981,0.996282900623071,2878.9447886338908,5072.979968138392
982,0.9959661419961862,2541.8162169877687,7961.137651432981
985,0.9959550864187668,2832.143580511726,8297.34786235825
986,0.9957112373356322,3128.962157068737,4169.6040072964015
987,0.9955133513907772,3417.41967532488,3534.527369737502
988,0.9957726306335021,3234.167019069762,3933.6040577057597
989,0.996108103084741,2999.2185477571697,6113.615504795873
990,0.9959927459315285,2890.7516448800566,9067.735615155118
991,0.9951257384661164,3312.9949521729013,3607.338293313789
992,0.9959816998728648,2948.8288311376264,5723.219389539231
993,0.9960632160811627,3141.3364058552643,4034.3873924912186
994,0.995786855193872,3134.6524338016093,4027.81293490686
995,0.9958353957738608,3016.0080590336115,4247.165719006428
996,0.9961275952194777,3010.289085317438,4610.154780591533
997,0.9962495328477902,2972.2066954205147,4543.2141384645265
998,0.995662496004078,3118.203146057836,4294.546850203449
999,0.9957891459859008,3297.874015441191,3377.5896028222364
1000,0.9954334075358467,2820.8668816350455,8492.167579173645
